Categoria,percentagem
"['Open Source', '0.0046']","['Mobile', '0.0023']","['Java', '0.22']","['Software Engineering', '0.037']","['Internet', '0.095']","['Web Development', '0.039']","['Miscellaneous', '0.0046']","['Microsoft .NET', '0.079']","['Microsoft', '0.019']","['Next Generation Databases', '0.0023']","['PowerBuilder', '0.016']","['Client-Server', '0.026']","['Computer Graphics', '0.014']","['Object-Oriented Programming', '0.0093']","['S', '0.0023']","['Networking', '0.016']","['Theory', '0.016']","['Programming', '0.028']","['Python', '0.014']","['Mobile Technology', '0.014']","['Business', '0.028']","['P', '0.0023']","['XML', '0.0093']","['Perl', '0.014']","['java', '0.0023']","['Microsoft/.NET', '0.0023']","['Miscella', '0.0023']","['Object-Technology Programming', '0.0023']","['', '0.0046']","['internet', '0.0023']","['.NET', '0.0023']","['Algorithmic Art', '0.0023']","['PHP', '0.0023']","['SOA', '0.0023']","['Computer Graph', '0.0023']","['Client Server', '0.0023']","['In Action', '0.0023']","['Software Development', '0.0023']"
